date,entity_id,brand,product_name,category,marker_type,peak_severity_score,combined_marker_severity,marker_label
2025-03-13,502,SlimPower,SlimCharge Lite,power_banks,peak,3.6382683544968835,7.620229787987169,High peak
2025-03-14,502,SlimPower,SlimCharge Lite,power_banks,dip,5.05406767205476,9.036029105545046,Low dip
2025-03-17,502,SlimPower,SlimCharge Lite,power_banks,peak,8.913951292028186,12.918042603945386,High peak
2025-03-18,502,SlimPower,SlimCharge Lite,power_banks,dip,2.938171677111597,7.3262629890287965,Low dip
2025-03-21,502,SlimPower,SlimCharge Lite,power_banks,event,38.08816677179221,47.94016677179221,Statistical anomaly detected
2025-03-22,502,SlimPower,SlimCharge Lite,power_banks,peak,29.840356328944143,34.61635632894414,High peak
2025-03-28,502,SlimPower,SlimCharge Lite,power_banks,dip,16.047943870242683,20.247943870242686,Low dip
2025-03-29,502,SlimPower,SlimCharge Lite,power_banks,peak,9.464765399086033,13.664765399086034,High peak
2025-03-30,502,SlimPower,SlimCharge Lite,power_banks,dip,7.517219096531487,11.717219096531487,Low dip
2025-01-03,503,LuxAudio,AirLux Elite,earbuds,dip,10.790163272577077,11.167454470426708,Low dip
2025-01-05,503,LuxAudio,AirLux Elite,earbuds,peak,3.381871458266718,3.75916265611635,High peak
2025-01-07,503,LuxAudio,AirLux Elite,earbuds,dip,17.595900517046594,17.973191714896227,Low dip
2025-01-09,503,LuxAudio,AirLux Elite,earbuds,peak,2.320841033760987,2.698132231610619,High peak
2025-01-10,503,LuxAudio,AirLux Elite,earbuds,dip,2.356216490834411,3.117507688684043,Low dip
2025-01-13,503,LuxAudio,AirLux Elite,earbuds,peak,47.787197765687445,53.816488963537076,Statistical anomaly detected
2025-01-16,503,LuxAudio,AirLux Elite,earbuds,dip,16.162560477071683,16.539851674921316,Statistical anomaly detected
2025-01-17,503,LuxAudio,AirLux Elite,earbuds,peak,15.654403672327957,16.03169487017759,High peak
2025-01-19,503,LuxAudio,AirLux Elite,earbuds,dip,21.8326239779259,22.20991517577553,Low dip
2025-01-20,503,LuxAudio,AirLux Elite,earbuds,peak,12.001238016169504,12.378529214019135,High peak
2025-01-22,503,LuxAudio,AirLux Elite,earbuds,dip,13.406438066695463,13.783729264545094,Low dip
2025-01-23,503,LuxAudio,AirLux Elite,earbuds,peak,0.702367947916426,1.0796591457660576,High peak
2025-01-24,503,LuxAudio,AirLux Elite,earbuds,dip,1.260795991435301,1.6380871892849327,Low dip
2025-01-25,503,LuxAudio,AirLux Elite,earbuds,peak,3.2960678768205645,3.6733590746701963,High peak
2025-01-26,503,LuxAudio,AirLux Elite,earbuds,dip,8.6561034344287,9.03339463227833,Low dip
2025-01-27,503,LuxAudio,AirLux Elite,earbuds,peak,4.1276017938659955,4.504892991715627,High peak
2025-01-28,503,LuxAudio,AirLux Elite,earbuds,dip,6.480052593401385,6.857343791251016,Low dip
2025-01-31,503,LuxAudio,AirLux Elite,earbuds,peak,8.738040659393914,9.115331857243545,High peak
2025-02-02,503,LuxAudio,AirLux Elite,earbuds,dip,9.7006772663637,10.077968464213331,Low dip
2025-02-05,503,LuxAudio,AirLux Elite,earbuds,peak,2.554369354165443,2.931660552015075,High peak
2025-02-08,503,LuxAudio,AirLux Elite,earbuds,event,61.43807031219335,74.32321662330703,Statistical anomaly detected
2025-02-12,503,LuxAudio,AirLux Elite,earbuds,peak,29.174656641228893,30.50980295234257,High peak
2025-02-15,503,LuxAudio,AirLux Elite,earbuds,event,37.189146752196365,49.939146752196365,Statistical anomaly detected
2025-02-18,503,LuxAudio,AirLux Elite,earbuds,peak,0.26622699593577337,0.26622699593577337,High peak
2025-02-20,503,LuxAudio,AirLux Elite,earbuds,event,19.402666815743203,32.1526668157432,Statistical anomaly detected
2025-03-01,503,LuxAudio,AirLux Elite,earbuds,peak,13.22243960926421,13.22243960926421,High peak
2025-03-04,503,LuxAudio,AirLux Elite,earbuds,dip,9.10813969013731,9.569725753036824,Low dip
2025-03-07,503,LuxAudio,AirLux Elite,earbuds,peak,69.82216382687947,76.4571065547077,Statistical anomaly detected
2025-03-12,503,LuxAudio,AirLux Elite,earbuds,dip,36.226765550865466,36.58454459006242,Low dip
2025-03-16,503,LuxAudio,AirLux Elite,earbuds,peak,59.356318769571196,66.72405953246498,Statistical anomaly detected
2025-03-19,503,LuxAudio,AirLux Elite,earbuds,dip,31.084952342550412,32.6566931054442,Statistical anomaly detected
2025-03-20,503,LuxAudio,AirLux Elite,earbuds,peak,31.1921490518237,32.76388981471749,High peak
2025-03-22,503,LuxAudio,AirLux Elite,earbuds,dip,28.35188219666917,29.923622959562955,Low dip
2025-03-23,503,LuxAudio,AirLux Elite,earbuds,peak,11.418096186015317,12.989836948909103,High peak
2025-03-24,503,LuxAudio,AirLux Elite,earbuds,dip,13.378275094606844,14.95001585750063,Low dip
2025-03-26,503,LuxAudio,AirLux Elite,earbuds,peak,3.54523027476895,4.941814819229453,High peak
2025-03-28,503,LuxAudio,AirLux Elite,earbuds,dip,9.097678488098934,10.494263032559438,Low dip
2025-03-30,503,LuxAudio,AirLux Elite,earbuds,peak,5.47768184041176,6.874266384872263,High peak
2025-01-05,504,FlashGear,FlashBeats X1,earbuds,dip,20.8134375517189,21.176355063523378,Low dip
2025-01-07,504,FlashGear,FlashBeats X1,earbuds,peak,0.20393014733956988,0.37286879994523303,Statistical anomaly detected
2025-01-08,504,FlashGear,FlashBeats X1,earbuds,dip,8.076962488618344,8.245901141224007,Low dip
2025-01-09,504,FlashGear,FlashBeats X1,earbuds,peak,3.114951288512525,3.283889941118188,High peak
2025-01-10,504,FlashGear,FlashBeats X1,earbuds,dip,1.9569124907441104,2.1258511433497738,Low dip
2025-01-13,504,FlashGear,FlashBeats X1,earbuds,peak,4.1180495655716145,4.640623551078096,High peak
2025-01-16,504,FlashGear,FlashBeats X1,earbuds,dip,3.231669778479672,3.7542437639861532,Low dip
2025-01-18,504,FlashGear,FlashBeats X1,earbuds,peak,0.9785539757959707,1.5011279613024522,High peak
2025-01-19,504,FlashGear,FlashBeats X1,earbuds,dip,11.535855325501052,12.058429311007533,Low dip
2025-01-21,504,FlashGear,FlashBeats X1,earbuds,peak,2.5274324108832245,2.7138312519215586,High peak
2025-01-23,504,FlashGear,FlashBeats X1,earbuds,dip,5.186680080476114,5.373078921514448,Low dip
2025-01-25,504,FlashGear,FlashBeats X1,earbuds,peak,4.244372369577477,4.430771210615812,High peak
2025-01-27,504,FlashGear,FlashBeats X1,earbuds,dip,6.385453570091998,6.571852411130332,Low dip
2025-01-28,504,FlashGear,FlashBeats X1,earbuds,peak,0.6748941559463656,0.6748941559463656,High peak
2025-01-29,504,FlashGear,FlashBeats X1,earbuds,dip,6.055208792193103,6.055208792193103,Low dip
2025-02-01,504,FlashGear,FlashBeats X1,earbuds,peak,8.408962184905434,8.408962184905434,High peak
2025-02-03,504,FlashGear,FlashBeats X1,earbuds,dip,0.6034703120047357,0.6034703120047357,Low dip
2025-02-07,504,FlashGear,FlashBeats X1,earbuds,peak,64.47116812141242,72.11682873069593,Statistical anomaly detected
2025-02-11,504,FlashGear,FlashBeats X1,earbuds,event,82.96260472214979,97.4182653314333,Statistical anomaly detected
2025-02-12,504,FlashGear,FlashBeats X1,earbuds,dip,67.91309926535263,69.61875987463613,Low dip
2025-02-19,504,FlashGear,FlashBeats X1,earbuds,peak,69.763733647598,79.23595480888031,Statistical anomaly detected
2025-02-22,504,FlashGear,FlashBeats X1,earbuds,dip,12.426092841644891,15.9583140029272,Low dip
2025-02-23,504,FlashGear,FlashBeats X1,earbuds,peak,10.650133099271187,15.382354260553495,High peak
2025-02-25,504,FlashGear,FlashBeats X1,earbuds,dip,32.51660923986695,36.04883040114926,Low dip
2025-02-26,504,FlashGear,FlashBeats X1,earbuds,peak,14.823875871072106,18.356097032354413,High peak
2025-02-27,504,FlashGear,FlashBeats X1,earbuds,dip,12.19659317663087,15.640984821726875,Low dip
2025-02-28,504,FlashGear,FlashBeats X1,earbuds,peak,7.78755361676372,11.231945261859725,High peak
2025-03-01,504,FlashGear,FlashBeats X1,earbuds,dip,11.586208533742317,15.03060017883832,Low dip
2025-03-02,504,FlashGear,FlashBeats X1,earbuds,peak,6.518932732111135,9.963324377207138,High peak
2025-03-05,504,FlashGear,FlashBeats X1,earbuds,dip,4.392046632173722,8.316438277269725,Low dip
2025-03-08,504,FlashGear,FlashBeats X1,earbuds,event,84.27136305917604,95.49136305917604,Statistical anomaly detected
2025-03-10,504,FlashGear,FlashBeats X1,earbuds,peak,70.20016095212851,79.62016095212851,Statistical anomaly detected
2025-03-13,504,FlashGear,FlashBeats X1,earbuds,event,100.0,100.0,Statistical anomaly detected
2025-03-14,504,FlashGear,FlashBeats X1,earbuds,dip,100.0,100.0,Low dip
2025-03-20,504,FlashGear,FlashBeats X1,earbuds,peak,24.906260029457993,28.64804401600114,High peak
2025-03-23,504,FlashGear,FlashBeats X1,earbuds,dip,3.4470736476996446,7.188857634242791,Low dip
2025-03-24,504,FlashGear,FlashBeats X1,earbuds,peak,3.5478447363285737,7.28962872287172,High peak
2025-03-25,504,FlashGear,FlashBeats X1,earbuds,dip,5.104636943273841,8.846420929816988,Low dip
2025-03-26,504,FlashGear,FlashBeats X1,earbuds,peak,6.853458521763456,10.595242508306603,High peak
2025-03-27,504,FlashGear,FlashBeats X1,earbuds,dip,8.953823343904059,12.795773099252038,Low dip
2025-01-04,505,ClearWave,ClearPod Slim,earbuds,dip,15.725579285451037,16.202384057637932,Low dip
2025-01-06,505,ClearWave,ClearPod Slim,earbuds,peak,0.8657908890769661,1.3425956612638617,High peak
2025-01-07,505,ClearWave,ClearPod Slim,earbuds,dip,8.386576582036724,8.86338135422362,Low dip
2025-01-08,505,ClearWave,ClearPod Slim,earbuds,peak,2.24593811666423,3.9227428888511255,High peak
2025-01-09,505,ClearWave,ClearPod Slim,earbuds,dip,8.45533608963543,9.278591298167683,Low dip
2025-01-10,505,ClearWave,ClearPod Slim,earbuds,peak,0.9493922632513436,1.772647471783596,High peak
2025-01-11,505,ClearWave,ClearPod Slim,earbuds,dip,1.9236855447789694,2.746940753311222,Low dip
2025-01-13,505,ClearWave,ClearPod Slim,earbuds,peak,8.883122259932092,9.706377468464344,High peak
2025-01-16,505,ClearWave,ClearPod Slim,earbuds,dip,1.93751590421524,3.0836219874667545,Low dip
2025-01-18,505,ClearWave,ClearPod Slim,earbuds,peak,34.66824613313213,40.7182593051205,Statistical anomaly detected
2025-01-23,505,ClearWave,ClearPod Slim,earbuds,dip,20.149995198875466,20.992669615262308,Low dip
2025-01-25,505,ClearWave,ClearPod Slim,earbuds,peak,7.288435506299518,8.131109922686358,High peak
2025-01-27,505,ClearWave,ClearPod Slim,earbuds,dip,1.6927122738534333,2.5353866902402737,Low dip
2025-01-28,505,ClearWave,ClearPod Slim,earbuds,peak,0.9265560099627596,1.7692304263496,High peak
2025-01-29,505,ClearWave,ClearPod Slim,earbuds,dip,4.838242237149133,5.680916653535974,Low dip
2025-01-31,505,ClearWave,ClearPod Slim,earbuds,peak,4.438589490661769,5.28126390704861,High peak
2025-02-02,505,ClearWave,ClearPod Slim,earbuds,dip,6.5885030471466735,7.68922301128759,Low dip
2025-02-09,505,ClearWave,ClearPod Slim,earbuds,peak,64.2321267715059,71.73754114335897,Statistical anomaly detected
2025-02-12,505,ClearWave,ClearPod Slim,earbuds,dip,17.96706922811952,19.67648359997258,Statistical anomaly detected
2025-02-13,505,ClearWave,ClearPod Slim,earbuds,peak,19.94577755196257,21.819541746925864,High peak
2025-02-14,505,ClearWave,ClearPod Slim,earbuds,dip,28.75162700448753,31.825391199450824,Low dip
2025-02-15,505,ClearWave,ClearPod Slim,earbuds,peak,24.23008642341695,26.103850618380243,High peak
2025-02-17,505,ClearWave,ClearPod Slim,earbuds,dip,12.031965083082758,13.905729278046051,Low dip
2025-02-18,505,ClearWave,ClearPod Slim,earbuds,peak,4.2062651793800825,6.0800293743433755,High peak
2025-02-22,505,ClearWave,ClearPod Slim,earbuds,dip,6.628306336893795,8.502070531857088,Low dip
2025-02-23,505,ClearWave,ClearPod Slim,earbuds,peak,13.490263452727522,16.564027647690814,Statistical anomaly detected
2025-02-26,505,ClearWave,ClearPod Slim,earbuds,dip,64.20214368697377,78.7262595218226,Statistical anomaly detected
2025-03-02,505,ClearWave,ClearPod Slim,earbuds,peak,25.174415415085285,26.94853124993411,High peak
2025-03-04,505,ClearWave,ClearPod Slim,earbuds,dip,19.066869760860815,20.84098559570964,Low dip
2025-03-05,505,ClearWave,ClearPod Slim,earbuds,peak,17.722730596576902,19.496846431425727,High peak
2025-03-06,505,ClearWave,ClearPod Slim,earbuds,dip,3.355377023937333,5.129492858786156,Low dip
2025-03-10,505,ClearWave,ClearPod Slim,earbuds,peak,10.552974662677187,12.32709049752601,High peak
2025-03-11,505,ClearWave,ClearPod Slim,earbuds,dip,7.729030329349023,9.887146164197846,Low dip
2025-03-14,505,ClearWave,ClearPod Slim,earbuds,peak,58.54774490716584,66.5391045112634,Statistical anomaly detected
2025-03-18,505,ClearWave,ClearPod Slim,earbuds,dip,20.982129978887784,23.32148958298534,Low dip
2025-03-19,505,ClearWave,ClearPod Slim,earbuds,peak,17.033348787740668,19.372708391838223,High peak
2025-03-22,505,ClearWave,ClearPod Slim,earbuds,event,63.3238171705665,78.05065163905438,Statistical anomaly detected
2025-03-23,505,ClearWave,ClearPod Slim,earbuds,dip,51.839358247265935,53.58442534413397,Statistical anomaly detected
2025-03-25,505,ClearWave,ClearPod Slim,earbuds,peak,9.70674074968463,11.451807846552668,Statistical anomaly detected
2025-03-26,505,ClearWave,ClearPod Slim,earbuds,dip,14.88123674501699,16.626303841885026,Low dip
2025-03-27,505,ClearWave,ClearPod Slim,earbuds,peak,25.62532050831493,27.370387605182966,High peak
2025-03-28,505,ClearWave,ClearPod Slim,earbuds,dip,23.07016019150883,24.815227288376867,Low dip
2025-01-05,506,HyperTech,HyperPhone Pro,smartphones,dip,26.160049428187975,26.72455275090648,Low dip
2025-01-06,506,HyperTech,HyperPhone Pro,smartphones,peak,13.679535558779438,14.244038881497943,High peak
2025-01-07,506,HyperTech,HyperPhone Pro,smartphones,dip,22.232411013050815,22.79691433576932,Low dip
2025-01-11,506,HyperTech,HyperPhone Pro,smartphones,peak,66.95302394502633,74.40536066466743,Statistical anomaly detected
2025-01-15,506,HyperTech,HyperPhone Pro,smartphones,dip,32.69945527154287,34.21179199118396,Statistical anomaly detected
2025-01-16,506,HyperTech,HyperPhone Pro,smartphones,peak,29.622623875483153,30.914421950872075,High peak
2025-01-17,506,HyperTech,HyperPhone Pro,smartphones,dip,33.563337962713206,34.85513603810213,Low dip
2025-01-18,506,HyperTech,HyperPhone Pro,smartphones,peak,20.69383718531824,21.985635260707163,High peak
2025-01-20,506,HyperTech,HyperPhone Pro,smartphones,dip,16.484169826209413,17.775967901598335,Low dip
2025-01-22,506,HyperTech,HyperPhone Pro,smartphones,peak,3.5148618256470323,4.879968802733599,High peak
2025-01-23,506,HyperTech,HyperPhone Pro,smartphones,dip,2.869514547103812,4.234621524190379,Low dip
2025-01-25,506,HyperTech,HyperPhone Pro,smartphones,peak,6.157688948710842,8.722795925797408,High peak
2025-01-29,506,HyperTech,HyperPhone Pro,smartphones,dip,14.278516834674392,15.643623811760959,Low dip
2025-02-01,506,HyperTech,HyperPhone Pro,smartphones,peak,5.277080364441002,6.642187341527569,High peak
2025-02-05,506,HyperTech,HyperPhone Pro,smartphones,dip,9.183738596457946,11.748845573544513,Low dip
2025-02-07,506,HyperTech,HyperPhone Pro,smartphones,peak,5.291129581469793,6.65623655855636,High peak
2025-02-09,506,HyperTech,HyperPhone Pro,smartphones,dip,4.358505781766115,5.723612758852681,Low dip
2025-02-10,506,HyperTech,HyperPhone Pro,smartphones,peak,2.2712326530166393,3.636339630103206,High peak
2025-02-11,506,HyperTech,HyperPhone Pro,smartphones,dip,9.825030607572316,11.190137584658883,Low dip
2025-02-13,506,HyperTech,HyperPhone Pro,smartphones,peak,2.4863775378382673,3.851484514924834,High peak
2025-02-14,506,HyperTech,HyperPhone Pro,smartphones,dip,2.5749261494449422,3.940033126531509,Low dip
2025-02-18,506,HyperTech,HyperPhone Pro,smartphones,peak,65.314908764911,74.87558392900027,Statistical anomaly detected
2025-02-25,506,HyperTech,HyperPhone Pro,smartphones,dip,89.16540023149105,100.0,Statistical anomaly detected
2025-02-26,506,HyperTech,HyperPhone Pro,smartphones,event,51.15847226772706,58.079147431816345,Statistical anomaly detected
2025-03-01,506,HyperTech,HyperPhone Pro,smartphones,peak,26.96871210463174,29.389387268721023,High peak
2025-03-02,506,HyperTech,HyperPhone Pro,smartphones,dip,13.485859518725977,15.90653468281526,Statistical anomaly detected
2025-03-05,506,HyperTech,HyperPhone Pro,smartphones,peak,19.381960334321832,21.798612549119465,High peak
2025-03-06,506,HyperTech,HyperPhone Pro,smartphones,dip,6.553750428137521,8.970402642935156,Low dip
2025-03-07,506,HyperTech,HyperPhone Pro,smartphones,peak,9.75086235832154,12.167514573119174,High peak
2025-03-09,506,HyperTech,HyperPhone Pro,smartphones,dip,11.980920215894457,14.397572430692092,Low dip
2025-03-11,506,HyperTech,HyperPhone Pro,smartphones,peak,5.811785192583284,8.34278029469298,High peak
2025-03-12,506,HyperTech,HyperPhone Pro,smartphones,dip,2.368366066977541,4.899361169087237,Low dip
2025-03-14,506,HyperTech,HyperPhone Pro,smartphones,peak,7.046248797584506,9.577243899694203,High peak
2025-03-15,506,HyperTech,HyperPhone Pro,smartphones,dip,5.181875718129865,7.712870820239562,Low dip
2025-03-17,506,HyperTech,HyperPhone Pro,smartphones,peak,10.53624550454608,13.067240606655778,High peak
2025-03-18,506,HyperTech,HyperPhone Pro,smartphones,dip,2.276888941245538,4.8078840433552354,Low dip
2025-03-19,506,HyperTech,HyperPhone Pro,smartphones,peak,4.532593284144117,7.063588386253814,High peak
2025-03-23,506,HyperTech,HyperPhone Pro,smartphones,event,76.67809660809209,92.04217758129052,Statistical anomaly detected
2025-03-29,506,HyperTech,HyperPhone Pro,smartphones,peak,40.12089148058153,43.051179418632174,High peak
2025-03-30,506,HyperTech,HyperPhone Pro,smartphones,dip,17.49354094796596,20.423828886016608,Low dip
2025-01-06,507,ValueMobile,ValueMax 5G,smartphones,dip,14.39634853510714,14.915151933984149,Low dip
2025-01-07,507,ValueMobile,ValueMax 5G,smartphones,peak,11.738961021493669,12.257764420370677,High peak
2025-01-10,507,ValueMobile,ValueMax 5G,smartphones,dip,13.817365506576312,14.33616890545332,Low dip
2025-01-11,507,ValueMobile,ValueMax 5G,smartphones,peak,0.430283352470118,0.9490867513471266,High peak
2025-01-12,507,ValueMobile,ValueMax 5G,smartphones,dip,5.595221437870578,6.1140248367475865,Low dip
2025-01-14,507,ValueMobile,ValueMax 5G,smartphones,peak,5.189387878643606,5.708191277520615,High peak
2025-01-16,507,ValueMobile,ValueMax 5G,smartphones,dip,0.7051682015439151,1.2239716004209238,Low dip
2025-01-17,507,ValueMobile,ValueMax 5G,smartphones,peak,1.7174320225351438,2.2362354214121525,High peak
2025-01-19,507,ValueMobile,ValueMax 5G,smartphones,dip,2.653103223113801,3.1719066219908094,Low dip
2025-01-20,507,ValueMobile,ValueMax 5G,smartphones,peak,0.24377127154603023,0.4111510768017993,High peak
2025-01-24,507,ValueMobile,ValueMax 5G,smartphones,dip,62.08230608476359,74.99968589001935,Statistical anomaly detected
2025-01-27,507,ValueMobile,ValueMax 5G,smartphones,event,100.0,100.0,Statistical anomaly detected
2025-01-28,507,ValueMobile,ValueMax 5G,smartphones,peak,100.0,100.0,Statistical anomaly detected
2025-02-01,507,ValueMobile,ValueMax 5G,smartphones,dip,47.76784935093291,49.28531931483075,Statistical anomaly detected
2025-02-02,507,ValueMobile,ValueMax 5G,smartphones,peak,46.181104199229814,47.69857416312765,High peak
2025-02-04,507,ValueMobile,ValueMax 5G,smartphones,dip,35.98780747744161,37.50527744133945,Low dip
2025-02-09,507,ValueMobile,ValueMax 5G,smartphones,peak,16.441175780324976,17.958645744222814,High peak
2025-02-11,507,ValueMobile,ValueMax 5G,smartphones,dip,7.47758307654669,8.99505304044453,Low dip
2025-02-13,507,ValueMobile,ValueMax 5G,smartphones,peak,3.6409906117868234,5.158460575684662,High peak
2025-02-16,507,ValueMobile,ValueMax 5G,smartphones,event,77.97846767804438,91.99392096896764,Statistical anomaly detected
2025-02-22,507,ValueMobile,ValueMax 5G,smartphones,peak,45.696819601926265,46.962272892849526,High peak
2025-02-23,507,ValueMobile,ValueMax 5G,smartphones,dip,27.086491882611952,28.35194517353521,Low dip
2025-02-25,507,ValueMobile,ValueMax 5G,smartphones,peak,15.172685935516409,16.687320145587027,High peak
2025-02-26,507,ValueMobile,ValueMax 5G,smartphones,dip,3.6990088887192263,5.4536430987898425,Low dip
2025-03-01,507,ValueMobile,ValueMax 5G,smartphones,peak,45.76749219333467,52.3662437567452,Statistical anomaly detected
2025-03-06,507,ValueMobile,ValueMax 5G,smartphones,dip,18.582113144251256,20.392864707661783,Low dip
2025-03-09,507,ValueMobile,ValueMax 5G,smartphones,peak,65.14887206988507,72.4259163881133,Statistical anomaly detected
2025-03-12,507,ValueMobile,ValueMax 5G,smartphones,dip,29.46746968979745,30.948514008025676,Statistical anomaly detected
2025-03-13,507,ValueMobile,ValueMax 5G,smartphones,peak,31.66592492231256,33.146969240540784,High peak
2025-03-16,507,ValueMobile,ValueMax 5G,smartphones,dip,23.025778716011928,24.862748967289782,Low dip
2025-03-17,507,ValueMobile,ValueMax 5G,smartphones,peak,3.905358704804062,5.7423289560819155,High peak
2025-03-19,507,ValueMobile,ValueMax 5G,smartphones,dip,2.8518443969127865,4.6888146481906405,Low dip
2025-03-20,507,ValueMobile,ValueMax 5G,smartphones,peak,5.833170430612032,7.670140681889886,High peak
2025-03-22,507,ValueMobile,ValueMax 5G,smartphones,dip,12.461214074302884,14.298184325580738,Low dip
2025-03-24,507,ValueMobile,ValueMax 5G,smartphones,peak,8.068424568381346,10.195619496375194,High peak
2025-03-25,507,ValueMobile,ValueMax 5G,smartphones,dip,14.253182958547306,16.380377886541154,Statistical anomaly detected
2025-03-27,507,ValueMobile,ValueMax 5G,smartphones,peak,2.978715453261273,5.1059103812551205,High peak
2025-03-28,507,ValueMobile,ValueMax 5G,smartphones,dip,11.247594147582351,13.3747890755762,Low dip
2025-03-30,507,ValueMobile,ValueMax 5G,smartphones,peak,7.530143545198489,9.657338473192336,High peak
2025-01-04,508,MegaMobile,MegaCore S9,smartphones,dip,13.77653593733873,13.77653593733873,Low dip
2025-01-06,508,MegaMobile,MegaCore S9,smartphones,peak,4.077975696182579,4.077975696182579,High peak
2025-01-10,508,MegaMobile,MegaCore S9,smartphones,dip,12.682320868630097,12.922320868630097,Low dip
2025-01-13,508,MegaMobile,MegaCore S9,smartphones,peak,43.335550698498615,48.987582031446124,Statistical anomaly detected
2025-01-17,508,MegaMobile,MegaCore S9,smartphones,dip,21.892135093026432,22.52185673428581,Low dip
2025-01-18,508,MegaMobile,MegaCore S9,smartphones,peak,21.43146673845538,22.061188379714757,High peak
2025-01-20,508,MegaMobile,MegaCore S9,smartphones,dip,13.912588495817554,14.386628508048434,Low dip
2025-01-25,508,MegaMobile,MegaCore S9,smartphones,peak,73.29939734266527,80.29698254772039,Statistical anomaly detected
2025-01-30,508,MegaMobile,MegaCore S9,smartphones,dip,42.00259136588724,43.58817657094236,Low dip
2025-02-02,508,MegaMobile,MegaCore S9,smartphones,peak,50.52201982139306,58.654227874045105,Statistical anomaly detected
2025-02-11,508,MegaMobile,MegaCore S9,smartphones,dip,23.499830263354042,26.132121100588257,Low dip
2025-02-13,508,MegaMobile,MegaCore S9,smartphones,peak,1.9001875313274068,4.532478368561623,High peak
2025-02-14,508,MegaMobile,MegaCore S9,smartphones,dip,2.9020783864184194,5.534369223652636,Low dip
2025-02-15,508,MegaMobile,MegaCore S9,smartphones,peak,7.078997311132154,9.711288148366371,High peak
2025-02-17,508,MegaMobile,MegaCore S9,smartphones,dip,5.038336207445237,7.6706270446794536,Low dip
2025-02-19,508,MegaMobile,MegaCore S9,smartphones,peak,4.729151653542764,7.316231729484476,High peak
2025-02-21,508,MegaMobile,MegaCore S9,smartphones,dip,6.860974358577195,9.448054434518907,Low dip
2025-02-23,508,MegaMobile,MegaCore S9,smartphones,peak,2.004206438402883,4.591286514344595,High peak
2025-02-24,508,MegaMobile,MegaCore S9,smartphones,dip,2.133592576230301,4.720672652172013,Low dip
2025-02-25,508,MegaMobile,MegaCore S9,smartphones,peak,9.922937170914995,12.510017246856707,High peak
2025-02-26,508,MegaMobile,MegaCore S9,smartphones,dip,2.945780928897383,5.532861004839095,Low dip
2025-02-27,508,MegaMobile,MegaCore S9,smartphones,peak,8.844018486263948,11.43109856220566,High peak
2025-02-28,508,MegaMobile,MegaCore S9,smartphones,dip,7.0950195570972605,9.682099633038973,Low dip
2025-03-02,508,MegaMobile,MegaCore S9,smartphones,peak,3.933856934550236,6.520937010491948,High peak
2025-03-04,508,MegaMobile,MegaCore S9,smartphones,dip,3.261266109627302,5.848346185569014,Low dip
2025-03-07,508,MegaMobile,MegaCore S9,smartphones,peak,10.634359929412607,13.221440005354319,High peak
2025-03-09,508,MegaMobile,MegaCore S9,smartphones,dip,3.943713247212091,6.530793323153803,Low dip
2025-03-10,508,MegaMobile,MegaCore S9,smartphones,peak,7.154154817783404,9.741234893725116,High peak
2025-03-11,508,MegaMobile,MegaCore S9,smartphones,dip,1.594394835393053,3.9181768782151654,Low dip
2025-03-12,508,MegaMobile,MegaCore S9,smartphones,peak,5.710846208233605,9.234628251055717,High peak
2025-03-13,508,MegaMobile,MegaCore S9,smartphones,dip,2.7859389138622648,5.109720956684377,Low dip
2025-03-14,508,MegaMobile,MegaCore S9,smartphones,peak,2.0114799439547646,4.335261986776876,High peak
2025-03-16,508,MegaMobile,MegaCore S9,smartphones,dip,9.67816539392427,12.001947436746383,Low dip
2025-03-20,508,MegaMobile,MegaCore S9,smartphones,peak,78.19807557836238,86.87644965809089,Statistical anomaly detected
2025-03-26,508,MegaMobile,MegaCore S9,smartphones,dip,42.58159360592065,45.463967685649166,Low dip
2025-01-04,509,ClassicCo,ClassicPro 12,smartphones,dip,15.979925909826823,16.105947320928973,Low dip
2025-01-06,509,ClassicCo,ClassicPro 12,smartphones,peak,8.533793402450854,8.659814813553002,High peak
2025-01-07,509,ClassicCo,ClassicPro 12,smartphones,dip,10.092843308059567,10.218864719161715,Low dip
2025-01-09,509,ClassicCo,ClassicPro 12,smartphones,peak,5.566352436141642,5.692373847243791,High peak
2025-01-12,509,ClassicCo,ClassicPro 12,smartphones,event,71.48026452652039,84.35628593762253,Statistical anomaly detected
2025-01-13,509,ClassicCo,ClassicPro 12,smartphones,dip,52.54720155508542,52.67322296618757,Low dip
2025-01-16,509,ClassicCo,ClassicPro 12,smartphones,peak,38.96977129181127,39.09579270291342,Statistical anomaly detected
2025-01-19,509,ClassicCo,ClassicPro 12,smartphones,dip,13.601639024237794,13.727660435339942,Low dip
2025-01-22,509,ClassicCo,ClassicPro 12,smartphones,peak,8.16666806696832,9.492689478070469,High peak
2025-01-24,509,ClassicCo,ClassicPro 12,smartphones,dip,2.6735964035100523,2.905560793438708,Low dip
2025-01-25,509,ClassicCo,ClassicPro 12,smartphones,peak,7.91115731900377,8.143121708932426,High peak
2025-01-27,509,ClassicCo,ClassicPro 12,smartphones,dip,1.0915295626119819,1.3234939525406373,Low dip
2025-01-29,509,ClassicCo,ClassicPro 12,smartphones,peak,8.357182293729133,8.58914668365779,High peak
2025-01-31,509,ClassicCo,ClassicPro 12,smartphones,dip,2.172105161022401,2.404069550951056,Low dip
